"","final_sitename","latitude.dd.","longitude.dd.","survey_rep","year","final_classification","percent_cover","rank_overall"
"951","Lompoc Landing",34.7190568,-120.6088,1,2007,"mytilus californianus",12.1914,2
"952","Lompoc Landing",34.7190568,-120.6088,1,2007,"rock",9.5679,1
"953","Lompoc Landing",34.7190568,-120.6088,1,2007,"silvetia compressa",9.1049,13
"954","Lompoc Landing",34.7190568,-120.6088,1,2007,"corallina spp",5.4784,3
"955","Lompoc Landing",34.7190568,-120.6088,1,2007,"ralfsiaceae",4.0895,17
"956","Lompoc Landing",34.7190568,-120.6088,1,2007,"endocladia muricata",3.9352,5
"957","Lompoc Landing",34.7190568,-120.6088,1,2007,"chthamalus spp",3.7809,4
"958","Lompoc Landing",34.7190568,-120.6088,1,2007,"mazzaella cordata/splendens",3.6265,11
"959","Lompoc Landing",34.7190568,-120.6088,1,2007,"encrusting coralline",3.4722,7
"960","Lompoc Landing",34.7190568,-120.6088,1,2007,"petrocelis spp",3.3179,12
"961","Lompoc Landing",34.7190568,-120.6088,1,2007,"chondracanthus canaliculatus",3.1636,9
"962","Lompoc Landing",34.7190568,-120.6088,1,2007,"balanus glandula",1.5432,6
"963","Lompoc Landing",34.7190568,-120.6088,1,2007,"mastocarpus papillatus",1.0802,14
"964","Lompoc Landing",34.7190568,-120.6088,1,2007,"phyllospadix torreyi",0.463,8
"965","Lompoc Landing",34.7190568,-120.6088,1,2007,"anthopleura elegantissima",0.2315,23
"966","Boat House",34.554123,-120.61129,1,2001,"rock",27.6669,1
"967","Boat House",34.554123,-120.61129,1,2001,"chondracanthus canaliculatus",10.117,9
"968","Boat House",34.554123,-120.61129,1,2001,"silvetia compressa",7.02,13
"969","Boat House",34.554123,-120.61129,1,2001,"mytilus californianus",5.6435,2
"970","Boat House",34.554123,-120.61129,1,2001,"endocladia muricata",4.5423,5
"971","Boat House",34.554123,-120.61129,1,2001,"encrusting coralline",3.1659,7
"972","Boat House",34.554123,-120.61129,1,2001,"mazzaella cordata/splendens",3.1659,11
"973","Boat House",34.554123,-120.61129,1,2001,"mastocarpus papillatus",2.8906,14
"974","Boat House",34.554123,-120.61129,1,2001,"petrocelis spp",2.2023,12
"975","Boat House",34.554123,-120.61129,1,2001,"corallina spp",1.8582,3
"976","Boat House",34.554123,-120.61129,1,2001,"chthamalus spp",1.8582,4
"977","Boat House",34.554123,-120.61129,1,2001,"sand",1.5829,10
"978","Boat House",34.554123,-120.61129,1,2001,"phyllospadix scouleri",1.5141,15
"979","Boat House",34.554123,-120.61129,1,2001,"ralfsiaceae",1.4453,17
"980","Boat House",34.554123,-120.61129,1,2001,"phyllospadix torreyi",1.17,8
"981","Boat House",34.554123,-120.61129,1,2001,"balanus glandula",0.6194,6
"982","Boat House",34.554123,-120.61129,1,2001,"fucus spp",0.1376,22
"983","Arroyo Hondo",34.4733077,-120.14539,1,2001,"rock",22.6463,1
"984","Arroyo Hondo",34.4733077,-120.14539,1,2001,"sand",15.9457,10
"985","Arroyo Hondo",34.4733077,-120.14539,1,2001,"mytilus californianus",9.1603,2
"986","Arroyo Hondo",34.4733077,-120.14539,1,2001,"anthopleura elegantissima",6.531,23
"987","Arroyo Hondo",34.4733077,-120.14539,1,2001,"chthamalus spp",5.8524,4
"988","Arroyo Hondo",34.4733077,-120.14539,1,2001,"chondracanthus canaliculatus",3.9016,9
"989","Arroyo Hondo",34.4733077,-120.14539,1,2001,"balanus glandula",3.3927,6
"990","Arroyo Hondo",34.4733077,-120.14539,1,2001,"encrusting coralline",1.6964,7
"991","Arroyo Hondo",34.4733077,-120.14539,1,2001,"corallina spp",1.3571,3
"992","Arroyo Hondo",34.4733077,-120.14539,1,2001,"phyllospadix torreyi",1.2723,8
"993","Arroyo Hondo",34.4733077,-120.14539,1,2001,"ralfsiaceae",0.4241,17
"994","Alegria",34.4671369,-120.27818,1,2001,"rock",30.198,1
"995","Alegria",34.4671369,-120.27818,1,2001,"anthopleura elegantissima",11.5276,23
"996","Alegria",34.4671369,-120.27818,1,2001,"phyllospadix torreyi",6.4356,8
"997","Alegria",34.4671369,-120.27818,1,2001,"balanus glandula",5.0919,6
"998","Alegria",34.4671369,-120.27818,1,2001,"mytilus californianus",4.5262,2
"999","Alegria",34.4671369,-120.27818,1,2001,"chthamalus spp",4.3847,4
"1000","Alegria",34.4671369,-120.27818,1,2001,"corallina spp",3.5361,3
"1001","Alegria",34.4671369,-120.27818,1,2001,"sand",3.3946,10
"1002","Alegria",34.4671369,-120.27818,1,2001,"chondracanthus canaliculatus",3.3239,9
"1003","Alegria",34.4671369,-120.27818,1,2001,"endocladia muricata",1.2023,5
"1004","Alegria",34.4671369,-120.27818,1,2001,"ralfsiaceae",0.495,17
"1005","Alegria",34.4671369,-120.27818,1,2001,"encrusting coralline",0.2829,7
"1006","Alegria",34.4671369,-120.27818,1,2001,"mazzaella cordata/splendens",0.0707,11
"1007","Alegria",34.4671369,-120.27818,1,2001,"silvetia compressa",0.0707,13
"1008","Government Point",34.4424,-120.45639,1,2001,"rock",20.6119,1
"1009","Government Point",34.4424,-120.45639,1,2001,"mytilus californianus",9.3398,2
"1010","Government Point",34.4424,-120.45639,1,2001,"chthamalus spp",5.314,4
"1011","Government Point",34.4424,-120.45639,1,2001,"anthopleura elegantissima",4.2673,23
"1012","Government Point",34.4424,-120.45639,1,2001,"chondracanthus canaliculatus",4.1063,9
"1013","Government Point",34.4424,-120.45639,1,2001,"endocladia muricata",3.4622,5
"1014","Government Point",34.4424,-120.45639,1,2001,"ralfsiaceae",3.3816,17
"1015","Government Point",34.4424,-120.45639,1,2001,"corallina spp",2.496,3
"1016","Government Point",34.4424,-120.45639,1,2001,"phyllospadix torreyi",2.4155,8
"1017","Government Point",34.4424,-120.45639,1,2001,"phyllospadix scouleri",2.0129,15
"1018","Government Point",34.4424,-120.45639,1,2001,"mazzaella cordata/splendens",1.8519,11
"1019","Government Point",34.4424,-120.45639,1,2001,"silvetia compressa",1.8519,13
"1020","Government Point",34.4424,-120.45639,1,2001,"balanus glandula",1.6103,6
"1021","Government Point",34.4424,-120.45639,1,2001,"sand",1.4493,10
"1022","Government Point",34.4424,-120.45639,1,2001,"encrusting coralline",0.4831,7
"1023","Government Point",34.4424,-120.45639,1,2001,"petrocelis spp",0.4831,12
"1024","Government Point",34.4424,-120.45639,1,2001,"mastocarpus papillatus",0.3221,14
"1025","Coal Oil Point",34.4068596,-119.87829,1,2002,"rock",30.3005,1
"1026","Coal Oil Point",34.4068596,-119.87829,1,2002,"sand",20.7846,10
"1027","Coal Oil Point",34.4068596,-119.87829,1,2002,"anthopleura elegantissima",8.7646,23
"1028","Coal Oil Point",34.4068596,-119.87829,1,2002,"mytilus californianus",5.4257,2
"1029","Coal Oil Point",34.4068596,-119.87829,1,2002,"corallina spp",4.7579,3
"1030","Coal Oil Point",34.4068596,-119.87829,1,2002,"chthamalus spp",4.2571,4
"1031","Coal Oil Point",34.4068596,-119.87829,1,2002,"phyllospadix torreyi",3.5893,8
"1032","Coal Oil Point",34.4068596,-119.87829,1,2002,"ralfsiaceae",1.2521,17
"1033","Coal Oil Point",34.4068596,-119.87829,1,2002,"encrusting coralline",0.8347,7
"1034","Coal Oil Point",34.4068596,-119.87829,1,2002,"balanus glandula",0.3339,6
"1035","Coal Oil Point",34.4068596,-119.87829,1,2002,"chondracanthus canaliculatus",0.2504,9
"1036","Carpinteria",34.3870373,-119.51408,1,2001,"phyllospadix torreyi",24.4022,8
"1037","Carpinteria",34.3870373,-119.51408,1,2001,"chondracanthus canaliculatus",9.3194,9
"1038","Carpinteria",34.3870373,-119.51408,1,2001,"sand",6.4991,10
"1039","Carpinteria",34.3870373,-119.51408,1,2001,"balanus glandula",2.3912,6
"1040","Carpinteria",34.3870373,-119.51408,1,2001,"mytilus californianus",1.962,2
"1041","Carpinteria",34.3870373,-119.51408,1,2001,"chthamalus spp",1.8394,4
"1042","Carpinteria",34.3870373,-119.51408,1,2001,"rock",1.7781,1
"1043","Carpinteria",34.3870373,-119.51408,1,2001,"anthopleura elegantissima",0.7357,23
"1044","Carpinteria",34.3870373,-119.51408,1,2001,"corallina spp",0.4905,3
"1045","Carpinteria",34.3870373,-119.51408,1,2001,"ralfsiaceae",0.0613,17
"1046","Mussel Shoals",34.3555652,-119.44074,1,2001,"sand",42.8328,10
"1047","Mussel Shoals",34.3555652,-119.44074,1,2001,"rock",25.0853,1
"1048","Mussel Shoals",34.3555652,-119.44074,1,2001,"mytilus californianus",9.8976,2
"1049","Mussel Shoals",34.3555652,-119.44074,1,2001,"chthamalus spp",6.314,4
"1050","Mussel Shoals",34.3555652,-119.44074,1,2001,"balanus glandula",3.5836,6
"1051","Mussel Shoals",34.3555652,-119.44074,1,2001,"ralfsiaceae",0.8532,17
"1052","Mussel Shoals",34.3555652,-119.44074,1,2001,"anthopleura elegantissima",0.7679,23
"1053","Mussel Shoals",34.3555652,-119.44074,1,2001,"encrusting coralline",0.256,7
"1054","Old Stairs",34.0662239,-118.9981,1,2001,"sand",20.8059,10
"1055","Old Stairs",34.0662239,-118.9981,1,2001,"chthamalus spp",19.4872,4
"1056","Old Stairs",34.0662239,-118.9981,1,2001,"rock",18.315,1
"1057","Old Stairs",34.0662239,-118.9981,1,2001,"mytilus californianus",7.9121,2
"1058","Old Stairs",34.0662239,-118.9981,1,2001,"balanus glandula",3.37,6
"1059","Old Stairs",34.0662239,-118.9981,1,2001,"endocladia muricata",2.4176,5
"1060","Old Stairs",34.0662239,-118.9981,1,2001,"anthopleura elegantissima",2.3443,23
"1061","Old Stairs",34.0662239,-118.9981,1,2001,"encrusting coralline",1.0989,7
"1062","Old Stairs",34.0662239,-118.9981,1,2001,"chondracanthus canaliculatus",0.4396,9
"1063","Old Stairs",34.0662239,-118.9981,1,2001,"ralfsiaceae",0.293,17
"1064","Old Stairs",34.0662239,-118.9981,1,2001,"petrocelis spp",0.1465,12
"1065","Old Stairs",34.0662239,-118.9981,1,2001,"mastocarpus papillatus",0.0733,14
"1066","Fraser SCI",34.0626447,-119.91905,1,2002,"rock",23.4432,1
"1067","Fraser SCI",34.0626447,-119.91905,1,2002,"corallina spp",11.8681,3
"1068","Fraser SCI",34.0626447,-119.91905,1,2002,"mytilus californianus",10.0366,2
"1069","Fraser SCI",34.0626447,-119.91905,1,2002,"phyllospadix torreyi",9.7436,8
"1070","Fraser SCI",34.0626447,-119.91905,1,2002,"endocladia muricata",5.7143,5
"1071","Fraser SCI",34.0626447,-119.91905,1,2002,"balanus glandula",4.8352,6
"1072","Fraser SCI",34.0626447,-119.91905,1,2002,"chthamalus spp",4.0293,4
"1073","Fraser SCI",34.0626447,-119.91905,1,2002,"chondracanthus canaliculatus",2.5641,9
"1074","Fraser SCI",34.0626447,-119.91905,1,2002,"anthopleura elegantissima",2.4908,23
"1075","Fraser SCI",34.0626447,-119.91905,1,2002,"sand",2.3443,10
"1076","Fraser SCI",34.0626447,-119.91905,1,2002,"phyllospadix scouleri",1.7582,15
"1077","Fraser SCI",34.0626447,-119.91905,1,2002,"encrusting coralline",1.1722,7
"1078","Fraser SCI",34.0626447,-119.91905,1,2002,"mazzaella cordata/splendens",0.2198,11
"1079","Fraser SCI",34.0626447,-119.91905,1,2002,"petrocelis spp",0.0733,12
"1080","Fraser SCI",34.0626447,-119.91905,1,2002,"ralfsiaceae",0.0733,17
"1081","Forney SCI",34.0564849,-119.92204,1,2002,"rock",25.9563,1
"1082","Forney SCI",34.0564849,-119.92204,1,2002,"chondracanthus canaliculatus",11.6803,9
"1083","Forney SCI",34.0564849,-119.92204,1,2002,"phyllospadix torreyi",10.5874,8
"1084","Forney SCI",34.0564849,-119.92204,1,2002,"corallina spp",10.5191,3
"1085","Forney SCI",34.0564849,-119.92204,1,2002,"silvetia compressa",6.3525,13
"1086","Forney SCI",34.0564849,-119.92204,1,2002,"endocladia muricata",4.7131,5
"1087","Forney SCI",34.0564849,-119.92204,1,2002,"encrusting coralline",2.7322,7
"1088","Forney SCI",34.0564849,-119.92204,1,2002,"sand",2.3224,10
"1089","Forney SCI",34.0564849,-119.92204,1,2002,"chthamalus spp",2.0492,4
"1090","Forney SCI",34.0564849,-119.92204,1,2002,"phyllospadix scouleri",1.9126,15
"1091","Forney SCI",34.0564849,-119.92204,1,2002,"petrocelis spp",1.0246,12
"1092","Forney SCI",34.0564849,-119.92204,1,2002,"ralfsiaceae",0.5464,17
"1093","Forney SCI",34.0564849,-119.92204,1,2002,"mastocarpus papillatus",0.4781,14
"1094","Forney SCI",34.0564849,-119.92204,1,2002,"balanus glandula",0.4098,6
"1095","Forney SCI",34.0564849,-119.92204,1,2002,"mytilus californianus",0.2732,2
"1096","Forney SCI",34.0564849,-119.92204,1,2002,"anthopleura elegantissima",0.0683,23
"1097","Trailer SCI",34.0518672,-119.90329,1,2002,"rock",29.7935,1
"1098","Trailer SCI",34.0518672,-119.90329,1,2002,"mytilus californianus",12.9056,2
"1099","Trailer SCI",34.0518672,-119.90329,1,2002,"phyllospadix scouleri",5.6047,15
"1100","Trailer SCI",34.0518672,-119.90329,1,2002,"corallina spp",4.2773,3
"1101","Trailer SCI",34.0518672,-119.90329,1,2002,"chondracanthus canaliculatus",4.2773,9
"1102","Trailer SCI",34.0518672,-119.90329,1,2002,"endocladia muricata",4.1298,5
"1103","Trailer SCI",34.0518672,-119.90329,1,2002,"phyllospadix torreyi",3.9823,8
"1104","Trailer SCI",34.0518672,-119.90329,1,2002,"balanus glandula",3.8348,6
"1105","Trailer SCI",34.0518672,-119.90329,1,2002,"silvetia compressa",3.7611,13
"1106","Trailer SCI",34.0518672,-119.90329,1,2002,"encrusting coralline",3.2448,7
"1107","Trailer SCI",34.0518672,-119.90329,1,2002,"chthamalus spp",2.8761,4
"1108","Trailer SCI",34.0518672,-119.90329,1,2002,"sand",0.6637,10
"1109","Trailer SCI",34.0518672,-119.90329,1,2002,"mazzaella cordata/splendens",0.0737,11
"1110","Trailer SCI",34.0518672,-119.90329,1,2002,"ralfsiaceae",0.0737,17
"1111","Cuyler Harbor SMI",34.0486124,-120.33642,1,2001,"rock",28.8966,1
"1112","Cuyler Harbor SMI",34.0486124,-120.33642,1,2001,"mytilus californianus",7.5172,2
"1113","Cuyler Harbor SMI",34.0486124,-120.33642,1,2001,"chondracanthus canaliculatus",7.1724,9
"1114","Cuyler Harbor SMI",34.0486124,-120.33642,1,2001,"silvetia compressa",3.5172,13
"1115","Cuyler Harbor SMI",34.0486124,-120.33642,1,2001,"balanus glandula",3.3103,6
"1116","Cuyler Harbor SMI",34.0486124,-120.33642,1,2001,"chthamalus spp",3.0345,4
"1117","Cuyler Harbor SMI",34.0486124,-120.33642,1,2001,"endocladia muricata",2.5517,5
"1118","Cuyler Harbor SMI",34.0486124,-120.33642,1,2001,"phyllospadix torreyi",2.4828,8
"1119","Cuyler Harbor SMI",34.0486124,-120.33642,1,2001,"corallina spp",1.7241,3
"1120","Cuyler Harbor SMI",34.0486124,-120.33642,1,2001,"encrusting coralline",1.4483,7
"1121","Cuyler Harbor SMI",34.0486124,-120.33642,1,2001,"mazzaella cordata/splendens",1.1724,11
"1122","Cuyler Harbor SMI",34.0486124,-120.33642,1,2001,"sand",1.1034,10
"1123","Cuyler Harbor SMI",34.0486124,-120.33642,1,2001,"anthopleura elegantissima",1.1034,23
"1124","Cuyler Harbor SMI",34.0486124,-120.33642,1,2001,"petrocelis spp",0.3448,12
"1125","Cuyler Harbor SMI",34.0486124,-120.33642,1,2001,"ralfsiaceae",0.3448,17
"1126","Cuyler Harbor SMI",34.0486124,-120.33642,1,2001,"mastocarpus papillatus",0.1379,14
"1127","Sequit Pt",34.0432346,-118.937,1,2009,"rock",39.0815,1
"1128","Sequit Pt",34.0432346,-118.937,1,2009,"chthamalus spp",18.5442,4
"1129","Sequit Pt",34.0432346,-118.937,1,2009,"mytilus californianus",13.2582,2
"1130","Sequit Pt",34.0432346,-118.937,1,2009,"balanus glandula",3.9861,6
"1131","Sequit Pt",34.0432346,-118.937,1,2009,"corallina spp",3.1196,3
"1132","Sequit Pt",34.0432346,-118.937,1,2009,"ralfsiaceae",0.7799,17
"1133","Sequit Pt",34.0432346,-118.937,1,2009,"encrusting coralline",0.5199,7
"1134","Sequit Pt",34.0432346,-118.937,1,2009,"chondracanthus canaliculatus",0.4333,9
"1135","Sequit Pt",34.0432346,-118.937,1,2009,"mastocarpus papillatus",0.4333,14
"1136","Sequit Pt",34.0432346,-118.937,1,2009,"anthopleura elegantissima",0.3466,23
"1137","Lechuza Pt",34.0344575,-118.86179,1,2009,"sand",22.2318,10
"1138","Lechuza Pt",34.0344575,-118.86179,1,2009,"mytilus californianus",16.5225,2
"1139","Lechuza Pt",34.0344575,-118.86179,1,2009,"rock",7.872,1
"1140","Lechuza Pt",34.0344575,-118.86179,1,2009,"chthamalus spp",7.2664,4
"1141","Lechuza Pt",34.0344575,-118.86179,1,2009,"anthopleura elegantissima",2.9412,23
"1142","Lechuza Pt",34.0344575,-118.86179,1,2009,"balanus glandula",2.7682,6
"1143","Lechuza Pt",34.0344575,-118.86179,1,2009,"corallina spp",2.5087,3
"1144","Lechuza Pt",34.0344575,-118.86179,1,2009,"chondracanthus canaliculatus",1.7301,9
"1145","Lechuza Pt",34.0344575,-118.86179,1,2009,"endocladia muricata",1.2976,5
"1146","Lechuza Pt",34.0344575,-118.86179,1,2009,"phyllospadix torreyi",0.692,8
"1147","Lechuza Pt",34.0344575,-118.86179,1,2009,"encrusting coralline",0.0865,7
"1148","Lechuza Pt",34.0344575,-118.86179,1,2009,"mastocarpus papillatus",0.0865,14
"1149","Crook Point SMI",34.0220666,-120.37924,1,2001,"rock",27.8438,1
"1150","Crook Point SMI",34.0220666,-120.37924,1,2001,"mytilus californianus",7.3005,2
"1151","Crook Point SMI",34.0220666,-120.37924,1,2001,"corallina spp",7.3005,3
"1152","Crook Point SMI",34.0220666,-120.37924,1,2001,"balanus glandula",5.1783,6
"1153","Crook Point SMI",34.0220666,-120.37924,1,2001,"endocladia muricata",3.7351,5
"1154","Crook Point SMI",34.0220666,-120.37924,1,2001,"chondracanthus canaliculatus",2.7165,9
"1155","Crook Point SMI",34.0220666,-120.37924,1,2001,"encrusting coralline",1.7827,7
"1156","Crook Point SMI",34.0220666,-120.37924,1,2001,"mazzaella cordata/splendens",1.1885,11
"1157","Crook Point SMI",34.0220666,-120.37924,1,2001,"phyllospadix scouleri",0.9338,15
"1158","Crook Point SMI",34.0220666,-120.37924,1,2001,"anthopleura elegantissima",0.1698,23
"1159","Crook Point SMI",34.0220666,-120.37924,1,2001,"chthamalus spp",0.0849,4
"1160","Crook Point SMI",34.0220666,-120.37924,1,2001,"mastocarpus papillatus",0.0849,14
"1161","Prisoners Harbor SCI",34.0204643,-119.68664,1,2002,"rock",17.4116,1
"1162","Prisoners Harbor SCI",34.0204643,-119.68664,1,2002,"mytilus californianus",16.2108,2
"1163","Prisoners Harbor SCI",34.0204643,-119.68664,1,2002,"endocladia muricata",8.8059,5
"1164","Prisoners Harbor SCI",34.0204643,-119.68664,1,2002,"corallina spp",6.7378,3
"1165","Prisoners Harbor SCI",34.0204643,-119.68664,1,2002,"chthamalus spp",5.3369,4
"1166","Prisoners Harbor SCI",34.0204643,-119.68664,1,2002,"chondracanthus canaliculatus",5.3369,9
"1167","Prisoners Harbor SCI",34.0204643,-119.68664,1,2002,"balanus glandula",3.5357,6
"1168","Prisoners Harbor SCI",34.0204643,-119.68664,1,2002,"encrusting coralline",2.068,7
"1169","Prisoners Harbor SCI",34.0204643,-119.68664,1,2002,"ralfsiaceae",0.3336,17
"1170","Prisoners Harbor SCI",34.0204643,-119.68664,1,2002,"petrocelis spp",0.0667,12
"1171","Paradise Cove",34.0120046,-118.79214,1,2001,"rock",28.0367,1
"1172","Paradise Cove",34.0120046,-118.79214,1,2001,"mytilus californianus",10.6188,2
"1173","Paradise Cove",34.0120046,-118.79214,1,2001,"chthamalus spp",8.6325,4
"1174","Paradise Cove",34.0120046,-118.79214,1,2001,"corallina spp",6.4171,3
"1175","Paradise Cove",34.0120046,-118.79214,1,2001,"phyllospadix torreyi",6.0351,8
"1176","Paradise Cove",34.0120046,-118.79214,1,2001,"endocladia muricata",3.5905,5
"1177","Paradise Cove",34.0120046,-118.79214,1,2001,"sand",3.1322,10
"1178","Paradise Cove",34.0120046,-118.79214,1,2001,"balanus glandula",2.6738,6
"1179","Paradise Cove",34.0120046,-118.79214,1,2001,"chondracanthus canaliculatus",1.3751,9
"1180","Paradise Cove",34.0120046,-118.79214,1,2001,"anthopleura elegantissima",0.8403,23
"1181","Paradise Cove",34.0120046,-118.79214,1,2001,"ralfsiaceae",0.6112,17
"1182","Paradise Cove",34.0120046,-118.79214,1,2001,"encrusting coralline",0.4584,7
"1183","NW Talcott SRI",34.0083856,-120.21368,1,2001,"rock",29.419,1
"1184","NW Talcott SRI",34.0083856,-120.21368,1,2001,"phyllospadix torreyi",14.6477,8
"1185","NW Talcott SRI",34.0083856,-120.21368,1,2001,"ralfsiaceae",9.8888,17
"1186","NW Talcott SRI",34.0083856,-120.21368,1,2001,"silvetia compressa",7.7256,13
"1187","NW Talcott SRI",34.0083856,-120.21368,1,2001,"chondracanthus canaliculatus",3.7701,9
"1188","NW Talcott SRI",34.0083856,-120.21368,1,2001,"corallina spp",3.7083,3
"1189","NW Talcott SRI",34.0083856,-120.21368,1,2001,"encrusting coralline",3.2756,7
"1190","NW Talcott SRI",34.0083856,-120.21368,1,2001,"sand",2.7194,10
"1191","NW Talcott SRI",34.0083856,-120.21368,1,2001,"endocladia muricata",0.8653,5
"1192","NW Talcott SRI",34.0083856,-120.21368,1,2001,"mytilus californianus",0.618,2
"1193","NW Talcott SRI",34.0083856,-120.21368,1,2001,"chthamalus spp",0.4326,4
"1194","NW Talcott SRI",34.0083856,-120.21368,1,2001,"phyllospadix scouleri",0.309,15
"1195","NW Talcott SRI",34.0083856,-120.21368,1,2001,"mastocarpus papillatus",0.0618,14
"1196","NW Talcott SRI",34.0083856,-120.21368,1,2001,"anthopleura elegantissima",0.0618,23
"1197","Frenchys Cove AI",34.0065527,-119.41104,1,2001,"rock",25.9669,1
"1198","Frenchys Cove AI",34.0065527,-119.41104,1,2001,"chondracanthus canaliculatus",12.7072,9
"1199","Frenchys Cove AI",34.0065527,-119.41104,1,2001,"chthamalus spp",6.0773,4
"1200","Frenchys Cove AI",34.0065527,-119.41104,1,2001,"sand",5.4459,10
"1201","Frenchys Cove AI",34.0065527,-119.41104,1,2001,"silvetia compressa",5.2881,13
"1202","Frenchys Cove AI",34.0065527,-119.41104,1,2001,"phyllospadix torreyi",4.341,8
"1203","Frenchys Cove AI",34.0065527,-119.41104,1,2001,"endocladia muricata",4.1831,5
"1204","Frenchys Cove AI",34.0065527,-119.41104,1,2001,"corallina spp",2.9203,3
"1205","Frenchys Cove AI",34.0065527,-119.41104,1,2001,"encrusting coralline",2.5257,7
"1206","Frenchys Cove AI",34.0065527,-119.41104,1,2001,"mytilus californianus",1.8942,2
"1207","Frenchys Cove AI",34.0065527,-119.41104,1,2001,"petrocelis spp",0.4736,12
"1208","Frenchys Cove AI",34.0065527,-119.41104,1,2001,"balanus glandula",0.3157,6
"1209","Frenchys Cove AI",34.0065527,-119.41104,1,2001,"mastocarpus papillatus",0.2368,14
"1210","Frenchys Cove AI",34.0065527,-119.41104,1,2001,"anthopleura elegantissima",0.1579,23
"1211","Frenchys Cove AI",34.0065527,-119.41104,1,2001,"phyllospadix scouleri",0.0789,15
"1212","Middle AI",34.0058415,-119.39643,1,2001,"rock",42.7966,1
"1213","Middle AI",34.0058415,-119.39643,1,2001,"mytilus californianus",20.678,2
"1214","Middle AI",34.0058415,-119.39643,1,2001,"corallina spp",8.0508,3
"1215","Middle AI",34.0058415,-119.39643,1,2001,"endocladia muricata",5.2542,5
"1216","Middle AI",34.0058415,-119.39643,1,2001,"encrusting coralline",3.3898,7
"1217","Middle AI",34.0058415,-119.39643,1,2001,"chthamalus spp",2.4576,4
"1218","Middle AI",34.0058415,-119.39643,1,2001,"chondracanthus canaliculatus",1.3559,9
"1219","Middle AI",34.0058415,-119.39643,1,2001,"silvetia compressa",0.5085,13
"1220","Middle AI",34.0058415,-119.39643,1,2001,"petrocelis spp",0.339,12
"1221","Middle AI",34.0058415,-119.39643,1,2001,"phyllospadix scouleri",0.339,15
"1222","Middle AI",34.0058415,-119.39643,1,2001,"balanus glandula",0.0847,6
"1223","Fossil Reef SRI",33.9932946,-120.23813,1,2001,"rock",23.1757,1
"1224","Fossil Reef SRI",33.9932946,-120.23813,1,2001,"encrusting coralline",7.7642,7
"1225","Fossil Reef SRI",33.9932946,-120.23813,1,2001,"corallina spp",5.6042,3
"1226","Fossil Reef SRI",33.9932946,-120.23813,1,2001,"endocladia muricata",5.1372,5
"1227","Fossil Reef SRI",33.9932946,-120.23813,1,2001,"phyllospadix torreyi",4.6702,8
"1228","Fossil Reef SRI",33.9932946,-120.23813,1,2001,"chondracanthus canaliculatus",4.2615,9
"1229","Fossil Reef SRI",33.9932946,-120.23813,1,2001,"silvetia compressa",3.3275,13
"1230","Fossil Reef SRI",33.9932946,-120.23813,1,2001,"ralfsiaceae",1.9264,17
"1231","Fossil Reef SRI",33.9932946,-120.23813,1,2001,"chthamalus spp",0.8757,4
"1232","Fossil Reef SRI",33.9932946,-120.23813,1,2001,"balanus glandula",0.8757,6
"1233","Fossil Reef SRI",33.9932946,-120.23813,1,2001,"mytilus californianus",0.5838,2
"1234","Fossil Reef SRI",33.9932946,-120.23813,1,2001,"petrocelis spp",0.467,12
"1235","Fossil Reef SRI",33.9932946,-120.23813,1,2001,"phyllospadix scouleri",0.467,15
"1236","Fossil Reef SRI",33.9932946,-120.23813,1,2001,"sand",0.2919,10
"1237","Fossil Reef SRI",33.9932946,-120.23813,1,2001,"mastocarpus papillatus",0.0584,14
"1238","Valley SCI",33.9838953,-119.66563,1,2002,"rock",38.727,1
"1239","Valley SCI",33.9838953,-119.66563,1,2002,"mytilus californianus",15.4908,2
"1240","Valley SCI",33.9838953,-119.66563,1,2002,"corallina spp",8.4356,3
"1241","Valley SCI",33.9838953,-119.66563,1,2002,"encrusting coralline",8.0521,7
"1242","Valley SCI",33.9838953,-119.66563,1,2002,"balanus glandula",5.9049,6
"1243","Valley SCI",33.9838953,-119.66563,1,2002,"chthamalus spp",2.454,4
"1244","Valley SCI",33.9838953,-119.66563,1,2002,"ralfsiaceae",1.5337,17
"1245","Valley SCI",33.9838953,-119.66563,1,2002,"chondracanthus canaliculatus",1.0736,9
"1246","Valley SCI",33.9838953,-119.66563,1,2002,"phyllospadix scouleri",0.7669,15
"1247","Valley SCI",33.9838953,-119.66563,1,2002,"endocladia muricata",0.4601,5
"1248","Valley SCI",33.9838953,-119.66563,1,2002,"sand",0.0767,10
"1249","Willows SCI",33.961885,-119.75493,1,2002,"rock",24.6821,1
"1250","Willows SCI",33.961885,-119.75493,1,2002,"encrusting coralline",14.2857,7
"1251","Willows SCI",33.961885,-119.75493,1,2002,"mytilus californianus",11.8175,2
"1252","Willows SCI",33.961885,-119.75493,1,2002,"corallina spp",7.629,3
"1253","Willows SCI",33.961885,-119.75493,1,2002,"endocladia muricata",7.4794,5
"1254","Willows SCI",33.961885,-119.75493,1,2002,"silvetia compressa",2.4682,13
"1255","Willows SCI",33.961885,-119.75493,1,2002,"chthamalus spp",2.3186,4
"1256","Willows SCI",33.961885,-119.75493,1,2002,"balanus glandula",1.3463,6
"1257","Willows SCI",33.961885,-119.75493,1,2002,"anthopleura elegantissima",0.8227,23
"1258","Willows SCI",33.961885,-119.75493,1,2002,"ralfsiaceae",0.4488,17
"1259","Willows SCI",33.961885,-119.75493,1,2002,"chondracanthus canaliculatus",0.374,9
